"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Warning","2025-04-01 19:44:23","2025-04-01 19:49:21","RESOLVED","(CTEC) SERVIDOR HEPPBUIAPP01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 58s","No","","Application: Disk sda"
"Average","2025-04-01 19:42:03","2025-04-01 19:44:03","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","2 E:: Disk is overloaded (util > 92% for 15m)","2m","No","","Application: Disk 2 E:"
"Warning","2025-04-01 19:40:31","2025-04-01 19:45:29","RESOLVED","(UDI) SERVIDOR UDIPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 58s","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 19:39:36","2025-04-01 19:44:39","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP01","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m 3s","No","","Application: Disk sdb"
"Warning","2025-04-01 19:37:54","2025-04-01 19:42:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Warning","2025-04-01 19:37:34","2025-04-01 20:17:34","RESOLVED","(USAM) SERVIDOR USMPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","40m","No","","Application: Disk sda"
"Average","2025-04-01 19:29:33","2025-04-01 19:30:33","RESOLVED","(CTEC) SERVIDOR C3P-SAPR01","1 E:: Disk read request responses are too high (read > 0.02s for 15m","1m","No","","Application: Disk 1 E:"
"Average","2025-04-01 19:29:00","2025-04-01 19:31:32","RESOLVED","(CTEC) SERVIDOR C3P-SAPR01","0 C:: Disk read request responses are too high (read > 0.02s for 15m","2m 32s","No","","Application: Disk 0 C:"
"Warning","2025-04-01 19:25:10","2025-04-01 19:45:07","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","19m 57s","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 19:20:55","2025-04-01 19:30:55","RESOLVED","(UDI) SERVIDOR UDIPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","10m","No","","Application: Disk sda"
"Warning","2025-04-01 19:19:47","2025-04-01 19:29:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","10m","No","","Application: Disk sda"
"Average","2025-04-01 19:19:11","2025-04-01 20:07:11","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","2 E:: Disk read request responses are too high (read > 0.02s for 15m","48m","No","","Application: Disk 2 E:"
"Information","2025-04-01 19:18:35","2025-04-01 19:43:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","25m","No","","Application: General"
"Warning","2025-04-01 19:16:30","2025-04-01 19:22:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Average","2025-04-01 19:15:40","2025-04-01 19:17:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","2m","No","","Application: Disk 1 D:"
"High","2025-04-01 19:13:44","2025-04-01 19:19:44","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","High Memory Utilization ( >90% for 10m)","6m","No","Actions (2)","Application: Memory"
"Warning","2025-04-01 19:12:57","2025-04-01 19:17:56","RESOLVED","(CTEC) SERVIDOR ILUPBUINFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 59s","No","","Application: Disk sda"
"Warning","2025-04-01 19:12:36","2025-04-01 19:22:34","RESOLVED","(USAM) SERVIDOR USMPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","9m 58s","No","","Application: Disk sda"
"Average","2025-04-01 19:09:30","2025-04-01 19:20:30","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","7 J:: Disk is overloaded (util > 92% for 15m)","11m","No","","Application: Disk 7 J:"
"Warning","2025-04-01 19:04:30","2025-04-01 19:10:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 18:55:31","2025-04-01 19:00:29","RESOLVED","(UDI) SERVIDOR UDIPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 58s","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 18:55:10","2025-04-01 19:00:07","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 57s","No","","Application: Disk sda, Canvas: MySQL"
"Warning","2025-04-01 18:54:48","2025-04-01 19:04:47","RESOLVED","(HEP) SERVIDOR HEPPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","9m 59s","No","","Application: Disk sda"
"Warning","2025-04-01 18:47:54","2025-04-01 18:52:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Warning","2025-04-01 18:46:35","2025-04-01 18:51:32","RESOLVED","(USAM) SERVIDOR USMPDMMPAPP02","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 57s","No","","Application: Disk sda"
"Warning","2025-04-01 18:46:30","2025-04-01 18:52:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/1()"
"Warning","2025-04-01 18:44:47","2025-04-01 19:34:46","RESOLVED","(UDI) SERVIDOR UDIPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","49m 59s","No","","Application: Disk sda"
"Disaster","2025-04-01 18:34:41","2025-04-01 18:35:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 18:34:30","2025-04-01 18:43:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","9m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 18:32:54","2025-04-01 18:37:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Disaster","2025-04-01 18:25:41","2025-04-01 18:26:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 18:25:39","2025-04-01 18:26:40","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 1s","No","Actions (2)","Application: Pool status"
"Information","2025-04-01 18:23:35","2025-04-01 19:08:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUQSAPSBX01)","45m","No","","Application: General"
"Warning","2025-04-01 18:22:30","2025-04-01 18:28:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Average","2025-04-01 18:17:40","2025-04-01 18:47:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","30m","No","","Application: Disk 1 D:"
"Warning","2025-04-01 18:13:04","2025-04-01 18:16:04","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","CPU privileged time is too high (over 30% for 5m)","3m","No","","Application: CPU"
"Warning","2025-04-01 18:04:47","2025-04-01 18:09:46","RESOLVED","(UDI) SERVIDOR UDIPBUIDB01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","4m 59s","No","","Application: Disk sda"
"Disaster","2025-04-01 18:02:40","2025-04-01 18:03:40","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 18:02:34","2025-04-01 18:07:34","RESOLVED","(USAM) SERVIDOR USMPDMMPNFS01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda"
"High","2025-04-01 18:00:44","2025-04-01 18:07:44","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","High Memory Utilization ( >90% for 10m)","7m","No","Actions (2)","Application: Memory"
"Information","2025-04-01 17:58:35","2025-04-01 18:18:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","20m","No","","Application: General"
"Average","2025-04-01 17:58:33","2025-04-01 18:03:33","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","2 E:: Disk read request responses are too high (read > 0.02s for 15m","5m","No","","Application: Disk 2 E:"
"Average","2025-04-01 17:57:11","2025-04-01 18:36:11","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","2 E:: Disk read request responses are too high (read > 0.02s for 15m","39m","No","","Application: Disk 2 E:"
"Average","2025-04-01 17:54:41","2025-04-01 18:36:41","RESOLVED","(CTEC) SERVIDOR HEPPBIEIM01","2 E:: Disk is overloaded (util > 92% for 15m)","42m","No","","Application: Disk 2 E:"
"Information","2025-04-01 17:48:35","2025-04-01 17:53:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","5m","No","","Application: General"
"Warning","2025-04-01 17:47:54","2025-04-01 17:52:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Average","2025-04-01 17:44:40","2025-04-01 17:47:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","3m","No","","Application: Disk 1 D:"
"Warning","2025-04-01 17:40:30","2025-04-01 17:43:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/0()"
"Average","2025-04-01 17:37:29","2025-04-01 17:46:29","RESOLVED","(CTEC) SERVIDOR ILUPBIEIM02","6 I:: Disk is overloaded (util > 92% for 15m)","9m","No","","Application: Disk 6 I:"
"Average","2025-04-01 17:35:21","2025-04-01 17:45:21","RESOLVED","(CTEC) SERVIDOR COP-SCCM02","3 S:: Disk is overloaded (util > 95% for 15m)","10m","No","","Application: Disk 3 S:"
"Warning","2025-04-01 17:34:21","2025-04-01 17:39:21","RESOLVED","(CTEC) SERVIDOR HEPPBUIAPP01","sda: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sda"
"Average","2025-04-01 17:34:17","2025-04-01 17:45:17","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk is overloaded (util > 92% for 15m)","11m","No","","Application: Disk 3 G:"
"Disaster","2025-04-01 17:31:40","2025-04-01 17:32:42","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 2s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 17:31:38","2025-04-01 17:32:40","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m 2s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 17:28:41","2025-04-01 17:29:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 17:28:39","2025-04-01 17:29:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 17:28:30","2025-04-01 17:34:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/0(): High error rate ( > 2 for 5m)","6m","No","","Application: Interface Internal-Data0/0()"
"Warning","2025-04-01 17:27:54","2025-04-01 17:32:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 5m)","5m","No","","Application: CPU"
"Warning","2025-04-01 17:27:46","2025-04-01 17:32:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Warning","2025-04-01 17:24:39","2025-04-01 17:29:39","RESOLVED","(UDI) SERVIDOR UDIPDMMPAPP01","sdb: Disk read/write request responses are too high (read > 100 ms for 15m or write > 100 ms for 15m)","5m","No","","Application: Disk sdb"
"Information","2025-04-01 17:23:35","2025-04-01 17:43:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","20m","No","","Application: General"
"Average","2025-04-01 17:22:25","2025-04-01 17:26:25","RESOLVED","(CTEC) SERVIDOR ILUPBIEDW01","3 E:: Disk read request responses are too high (read > 0.02s for 15m","4m","No","","Application: Disk 3 E:"
"Disaster","2025-04-01 17:20:41","2025-04-01 17:25:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubintgsys_uat_udi_7009 is not available in some capacity: red (3)","4m 59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 17:20:40","2025-04-01 17:25:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubintgsys_uat_udi_7009 is not available in some capacity: red (3)","4m 59s","No","Actions (2)","Application: Pool status"
"Average","2025-04-01 17:16:49","2025-04-01 17:29:49","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk write request responses are too high (write > 0.02s for 15m)","13m","No","","Application: Disk 3 G:"
"Average","2025-04-01 17:16:44","2025-04-01 17:34:44","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","6 J:: Disk read request responses are too high (read > 0.02s for 15m","18m","No","","Application: Disk 6 J:"
"Average","2025-04-01 17:16:20","2025-04-01 17:44:20","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","6 J:: Disk is overloaded (util > 92% for 15m)","28m","No","","Application: Disk 6 J:"
"Average","2025-04-01 17:15:41","2025-04-01 17:33:41","RESOLVED","(CTEC) SERVIDOR ILUPBIODS01","3 G:: Disk read request responses are too high (read > 0.02s for 15m","18m","No","","Application: Disk 3 G:"
"Warning","2025-04-01 17:15:27","2025-04-01 17:28:50","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","Interface vmxnet3 Ethernet Adapter(Ethernet0): High bandwidth usage ( > 90% )","13m 23s","No","","Application: Interface vmxnet3 Ethernet Adapter(Ethernet0), Application: Network interfaces"
"Warning","2025-04-01 17:15:09","2025-04-01 17:40:09","RESOLVED","(CTEC) SERVIDOR COP-SCCM02","High swap space usage ( more than 80% used)","25m","No","","Application: Memory"
"Average","2025-04-01 17:15:05","2025-04-01 17:16:05","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk read request responses are too high (read > 0.02s for 15m","1m","No","","Application: Disk 1 D:"
"Average","2025-04-01 17:14:40","2025-04-01 17:29:40","RESOLVED","(ILUMNO) SERVIDOR ILUPGENDB01","1 D:: Disk is overloaded (util > 92% for 15m)","15m","No","","Application: Disk 1 D:"
"High","2025-04-01 17:13:41","2025-04-01 20:02:41","RESOLVED","(CTEC) SERVIDOR HEPPBIODS01","High Memory Utilization ( >90% for 10m)","2h 49m","No","Actions (2)","Application: Memory"
"Warning","2025-04-01 17:10:39","2025-04-01 17:06:16","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","Interface vmxnet3 Ethernet Adapter(Ethernet0): High bandwidth usage ( > 90% )","-4m 23s","No","","Application: Interface vmxnet3 Ethernet Adapter(Ethernet0), Application: Network interfaces"
"Warning","2025-04-01 17:07:46","2025-04-01 17:12:46","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","The Memory Pages/sec is too high (over 1000 for 5m)","5m","No","","Application: Memory"
"Warning","2025-04-01 17:06:22","2025-04-01 17:13:36","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System time is out of sync (diff with Zabbix server > 180s)","7m 14s","No","","Application: General"
"Disaster","2025-04-01 17:05:42","2025-04-01 17:06:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 17:05:40","2025-04-01 17:06:39","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_hubint_uat_hep_uao_5005 is not available in some capacity: red (3)","59s","No","Actions (2)","Application: Pool status"
"Disaster","2025-04-01 17:04:46","2025-04-01 17:06:09","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","""SAPDAA_98"" (SAPDAA_98) is not running (startup type automatic)","1m 23s","No","Actions (6)","Application: Services, GLPI: Yes, GLPICat: 2854"
"Disaster","2025-04-01 17:04:40","2025-04-01 17:05:40","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_ilum_prod_elk_5601 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
"Average","2025-04-01 17:04:40","2025-04-01 17:05:41","RESOLVED","(CTEC) ILUPLB02","Virtual server /Common/vip_ilum_prod_elk_443 is not available in some capacity: red (3)","1m 1s","No","","Application: Virtual server status"
"Average","2025-04-01 17:04:39","2025-04-01 17:05:40","RESOLVED","(CTEC) ILUPLB01","Virtual server /Common/vip_ilum_prod_elk_443 is not available in some capacity: red (3)","1m 1s","No","","Application: Virtual server status"
"Disaster","2025-04-01 17:04:38","2025-04-01 17:05:40","RESOLVED","(CTEC) ILUPLB01","Pool /Common/pool_ilum_prod_elk_5601 is not available in some capacity: red (3)","1m 2s","No","Actions (2)","Application: Pool status"
"Warning","2025-04-01 17:04:30","2025-04-01 17:07:30","RESOLVED","(NAP) ASA 5585 - INTERCONEXION","Interface Internal-Data0/1(): High error rate ( > 2 for 5m)","3m","No","","Application: Interface Internal-Data0/1()"
"Information","2025-04-01 16:58:35","2025-04-01 17:13:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","15m","No","","Application: General"
"Warning","2025-04-01 16:52:54","2025-04-01 16:57:54","RESOLVED","(ANDINA) SERVIDOR FUAPDMMPSQL02","CPU queue length is too high (over 3 for 15m)","5m","No","","Application: CPU"
"Information","2025-04-01 16:48:35","2025-04-01 16:53:35","RESOLVED","(CTEC) SERVIDOR ILUPSAP01","System name has changed (new name: ILUPSAP01)","5m","No","","Application: General"
"Disaster","2025-04-01 16:36:41","2025-04-01 16:37:41","RESOLVED","(CTEC) ILUPLB02","Pool /Common/pool_hubintgsys_uat_udi_7009 is not available in some capacity: red (3)","1m","No","Actions (2)","Application: Pool status"
